file,class,type,cbo,lcom
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\io\ByteSinkTester.java,com.google.common.io.ByteSinkTester,class,13,15
C:\JavaProjects\guava-master\guava-master\guava-testlib\test\com\google\common\testing\ClassSanityTesterTest.java,com.google.common.testing.ClassSanityTesterTest$NoConstantEnum,enum,0,0
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\collect\ImmutableSetMultimap.java,com.google.common.collect.ImmutableSetMultimap$Builder,innerclass,11,105
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\collect\Multimaps.java,com.google.common.collect.Multimaps,class,56,861
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\collect\ImmutableMultiset.java,com.google.common.collect.ImmutableMultiset,class,28,524
C:\JavaProjects\guava-master\guava-master\guava-testlib\test\com\google\common\testing\ReflectionFreeAssertThrows.java,com.google.common.testing.ReflectionFreeAssertThrows$PlatformSpecificExceptionBatch,enum,2,0
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\util\concurrent\SequentialExecutor.java,com.google.common.util.concurrent.SequentialExecutor$Anonymous1,anonymous,0,1
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\collect\ImmutableMultimap.java,com.google.common.collect.ImmutableMultimap$Keys,innerclass,14,28
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\collect\Multisets.java,com.google.common.collect.Multisets$AbstractEntry,innerclass,3,3
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\collect\CollectSpliterators.java,com.google.common.collect.CollectSpliterators$FlatMapSpliteratorOfDouble,innerclass,3,0
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\util\concurrent\UncheckedTimeoutException.java,com.google.common.util.concurrent.UncheckedTimeoutException,class,3,6
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\cache\CacheTesting.java,com.google.common.cache.CacheTesting,class,14,595
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\collect\HashBiMapTest.java,com.google.common.collect.HashBiMapTest,class,13,89
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\util\concurrent\ClosingFutureFinishToValueAndCloserTest.java,com.google.common.util.concurrent.ClosingFutureFinishToValueAndCloserTest,class,11,18
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\reflect\TypeTokenSubtypeTest.java,com.google.common.reflect.TypeTokenSubtypeTest$UseList,interface,0,0
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\primitives\UnsignedBytes.java,com.google.common.primitives.UnsignedBytes,class,8,165
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\base\ThrowablesTest.java,com.google.common.base.ThrowablesTest,class,17,780
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\io\ByteStreamsTest.java,com.google.common.io.ByteStreamsTest,class,12,1377
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\graph\DirectedNetworkConnections.java,com.google.common.graph.DirectedNetworkConnections,class,8,15
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\graph\GraphsTest.java,com.google.common.graph.GraphsTest,class,14,0
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\reflect\TypeResolver.java,com.google.common.reflect.TypeResolver$TypeMappingIntrospector,innerclass,4,13
C:\JavaProjects\guava-master\guava-master\guava-testlib\src\com\google\common\collect\testing\testers\AbstractListTester.java,com.google.common.collect.testing.testers.AbstractListTester,class,8,3
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\collect\Lists.java,com.google.common.collect.Lists$ReverseList$Anonymous3,anonymous,6,16
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\reflect\TypeTokenTest.java,com.google.common.reflect.TypeTokenTest$Assignability,innerclass,4,1
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\util\concurrent\JSR166TestCase.java,com.google.common.util.concurrent.JSR166TestCase$NoOpRunnable,innerclass,0,0
C:\JavaProjects\guava-master\guava-master\guava-testlib\test\com\google\common\collect\testing\MapTestSuiteBuilderTests.java,com.google.common.collect.testing.MapTestSuiteBuilderTests$CheckSetUpInvocationHandler,innerclass,1,0
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\collect\ForwardingObjectTest.java,com.google.common.collect.ForwardingObjectTest$Anonymous2,anonymous,0,0
C:\JavaProjects\guava-master\guava-master\guava-tests\benchmark\com\google\common\util\concurrent\StripedBenchmark.java,com.google.common.util.concurrent.StripedBenchmark$Anonymous1,anonymous,0,0
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\collect\ForwardingObjectTest.java,com.google.common.collect.ForwardingObjectTest$Anonymous1,anonymous,0,0
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\graph\DirectedMultiNetworkConnections.java,com.google.common.graph.DirectedMultiNetworkConnections,class,13,54
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\collect\MapMakerInternalMapTest.java,com.google.common.collect.MapMakerInternalMapTest$Anonymous1,anonymous,0,1
C:\JavaProjects\guava-master\guava-master\guava-testlib\src\com\google\common\collect\testing\AbstractTester.java,com.google.common.collect.testing.AbstractTester,class,8,14
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\util\concurrent\ExecutionSequencerTest.java,com.google.common.util.concurrent.ExecutionSequencerTest,class,18,0
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\collect\AbstractMultimap.java,com.google.common.collect.AbstractMultimap$Entries,innerclass,6,3
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\util\concurrent\ServiceManagerTest.java,com.google.common.util.concurrent.ServiceManagerTest$FailRunService,innerclass,1,0
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\collect\RegularImmutableMap.java,com.google.common.collect.RegularImmutableMap$Values$SerializedForm,innerclass,5,0
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\base\Converter.java,com.google.common.base.Converter,class,17,130
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\io\CountingInputStreamTest.java,com.google.common.io.CountingInputStreamTest$UnmarkableInputStream,innerclass,0,1
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\reflect\InvokableTest.java,com.google.common.reflect.InvokableTest$InnerWithAnnotatedConstructorParameter,innerclass,1,0
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\io\ByteSource.java,com.google.common.io.ByteSource$SlicedByteSource,innerclass,6,0
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\util\concurrent\AbstractExecutionThreadServiceTest.java,com.google.common.util.concurrent.AbstractExecutionThreadServiceTest$ThrowOnRunService,innerclass,1,3
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\base\Suppliers.java,com.google.common.base.Suppliers$SupplierFunction,interface,4,0
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\primitives\Doubles.java,com.google.common.primitives.Doubles,class,10,404
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\reflect\Types.java,com.google.common.reflect.Types$JavaVersion$Anonymous10,anonymous,0,0
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\collect\ImmutableMultisetTest.java,com.google.common.collect.ImmutableMultisetTest$CountingIterable,innerclass,0,0
C:\JavaProjects\guava-master\guava-master\guava-testlib\src\com\google\common\collect\testing\testers\ListListIteratorTester.java,com.google.common.collect.testing.testers.ListListIteratorTester$Anonymous1,anonymous,2,1
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\collect\Comparators.java,com.google.common.collect.Comparators,class,10,78
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\collect\ForwardingQueueTest.java,com.google.common.collect.ForwardingQueueTest$Anonymous3,anonymous,1,0
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\collect\ForwardingQueueTest.java,com.google.common.collect.ForwardingQueueTest$Anonymous2,anonymous,1,0
C:\JavaProjects\guava-master\guava-master\guava-testlib\src\com\google\common\collect\testing\google\DerivedGoogleCollectionGenerators.java,com.google.common.collect.testing.google.DerivedGoogleCollectionGenerators$MapGenerator,innerclass,9,0
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\collect\ForwardingQueueTest.java,com.google.common.collect.ForwardingQueueTest$Anonymous1,anonymous,1,0
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\io\LineBuffer.java,com.google.common.io.LineBuffer,class,5,0
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\cache\AbstractCache.java,com.google.common.cache.AbstractCache$SimpleStatsCounter,innerclass,5,12
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\collect\BenchmarkHelpers.java,com.google.common.collect.BenchmarkHelpers$MapImpl$Anonymous21,anonymous,2,0
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\collect\BenchmarkHelpers.java,com.google.common.collect.BenchmarkHelpers$MapImpl$Anonymous20,anonymous,2,0
C:\JavaProjects\guava-master\guava-master\guava-testlib\test\com\google\common\testing\NullPointerTesterTest.java,com.google.common.testing.NullPointerTesterTest$FailTwoMixedArgsFirstArgDoesntThrowNpe,innerclass,2,0
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\collect\BenchmarkHelpers.java,com.google.common.collect.BenchmarkHelpers$MapImpl$Anonymous25,anonymous,4,0
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\collect\BenchmarkHelpers.java,com.google.common.collect.BenchmarkHelpers$MapImpl$Anonymous24,anonymous,4,0
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\collect\BenchmarkHelpers.java,com.google.common.collect.BenchmarkHelpers$MapImpl$Anonymous23,anonymous,4,0
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\math\BigDecimalMath.java,com.google.common.math.BigDecimalMath$BigDecimalToDoubleRounder,innerclass,2,10
C:\JavaProjects\guava-master\guava-master\guava-tests\test\com\google\common\collect\BenchmarkHelpers.java,com.google.common.collect.BenchmarkHelpers$MapImpl$Anonymous22,anonymous,4,0
C:\JavaProjects\guava-master\guava-master\guava\src\com\google\common\collect\Synchronized.java,com.google.common.collect.Synchronized$SynchronizedMap,innerclass,9,351
